User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag
USR00008,SES00008,Browse,2025-11-21 03:54-34,Mobile,South,Google Ads,Sports,0.0,Yes
USR00008,SES00008,Add to Cart,2025-11-21 03:57-34,Mobile,South,Organic,Electronics,0.0,Yes
USR00009,SES00009,Browse,2025-11-12 17:44-10,Desktop,South,Social Media,Sports,0.0,Yes
USR00009,SES00009,Add to Cart,2025-11-12 17:46-10,Tablet,West,Organic,Sports,0.0,Yes
USR00009,SES00009,Checkout,2025-11-12 17:49-10,Desktop,South,Social Media,Beauty,0.0,Yes
USR00010,SES00010,Browse,2025-11-02 09:41-54,Mobile,North,Organic,Beauty,0.0,Yes
USR00010,SES00010,Add to Cart,2025-11-02 09:45-54,Mobile,South,Email,Sports,0.0,Yes
USR00010,SES00010,Checkout,2025-11-02 09:48-54,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00011,SES00011,Browse,2025-11-17 08:38-56,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00012,SES00012,Browse,2025-11-05 08:21-25,Desktop,East,Email,Electronics,0.0,Yes
USR00013,SES00013,Browse,2025-11-15 15:08-20,Mobile,West,Email,Fashion,0.0,Yes
USR00013,SES00013,Add to Cart,2025-11-15 15:11-20,Mobile,North,Email,Electronics,0.0,Yes
USR00014,SES00014,Browse,2025-10-27 19:37-44,Desktop,West,Google Ads,Fashion,0.0,Yes
USR00015,SES00015,Browse,2025-11-05 15:28-53,Mobile,East,Google Ads,Sports,0.0,Yes
USR00016,SES00016,Browse,2025-11-18 16:00-48,Desktop,West,Social Media,Fashion,0.0,Yes
USR00017,SES00017,Browse,2025-11-01 19:51-42,Mobile,East,Email,Home,0.0,Yes
USR00017,SES00017,Add to Cart,2025-11-01 19:54-42,Desktop,North,Google Ads,Electronics,0.0,Yes
USR00018,SES00018,Browse,2025-10-28 23:27-43,Tablet,East,Email,Fashion,0.0,Yes
USR00018,SES00018,Add to Cart,2025-10-28 23:32-43,Mobile,East,Organic,Fashion,0.0,Yes
USR00019,SES00019,Browse,2025-11-23 16:59-22,Mobile,East,Google Ads,Home,0.0,Yes
USR00020,SES00020,Browse,2025-11-05 17:33-44,Tablet,South,Social Media,Beauty,0.0,Yes
USR00021,SES00021,Browse,2025-10-26 23:40-49,Desktop,North,Organic,Home,0.0,Yes
USR00021,SES00021,Add to Cart,2025-10-26 23:42-49,Tablet,East,Social Media,Electronics,0.0,Yes
USR00022,SES00022,Browse,2025-11-15 21:48-09,Desktop,North,Email,Beauty,0.0,Yes
USR00022,SES00022,Add to Cart,2025-11-15 21:51-09,Desktop,North,Social Media,Home,0.0,Yes
USR00022,SES00022,Checkout,2025-11-15 21:54-09,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00022,SES00022,Purchase,2025-11-15 21:59-09,Tablet,North,Google Ads,Electronics,1444.42,No
USR00023,SES00023,Browse,2025-11-01 14:59-09,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00023,SES00023,Add to Cart,2025-11-01 15:02-09,Desktop,North,Organic,Beauty,0.0,Yes
USR00023,SES00023,Checkout,2025-11-01 15:04-09,Desktop,East,Organic,Beauty,0.0,Yes
USR00024,SES00024,Browse,2025-11-23 00:26-11,Mobile,South,Organic,Electronics,0.0,Yes
USR00024,SES00024,Add to Cart,2025-11-23 00:28-11,Mobile,South,Social Media,Fashion,0.0,Yes
USR00025,SES00025,Browse,2025-10-30 13:02-59,Desktop,North,Email,Electronics,0.0,Yes
USR00025,SES00025,Add to Cart,2025-10-30 13:05-59,Mobile,East,Email,Beauty,0.0,Yes
USR00026,SES00026,Browse,2025-10-28 21:52-14,Mobile,North,Organic,Home,0.0,Yes
USR00026,SES00026,Add to Cart,2025-10-28 21:54-14,Desktop,North,Organic,Sports,0.0,Yes
USR00026,SES00026,Checkout,2025-10-28 21:56-14,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00027,SES00027,Browse,2025-11-04 03:53-11,Tablet,North,Social Media,Home,0.0,Yes
USR00027,SES00027,Add to Cart,2025-11-04 03:57-11,Tablet,South,Social Media,Electronics,0.0,Yes
USR00027,SES00027,Checkout,2025-11-04 04:02-11,Tablet,South,Social Media,Fashion,0.0,Yes
USR00028,SES00028,Browse,2025-11-02 02:44-33,Mobile,South,Social Media,Home,0.0,Yes
USR00029,SES00029,Browse,2025-11-22 01:36-00,Tablet,West,Social Media,Fashion,0.0,Yes
USR00030,SES00030,Browse,2025-11-16 20:49-58,Tablet,West,Email,Beauty,0.0,Yes
USR00030,SES00030,Add to Cart,2025-11-16 20:51-58,Tablet,North,Organic,Fashion,0.0,Yes
USR00031,SES00031,Browse,2025-11-21 16:15-49,Mobile,East,Google Ads,Fashion,0.0,Yes
USR00032,SES00032,Browse,2025-10-31 05:17-06,Mobile,East,Email,Electronics,0.0,Yes
USR00033,SES00033,Browse,2025-10-26 16:27-50,Desktop,South,Organic,Home,0.0,Yes
USR00033,SES00033,Add to Cart,2025-10-26 16:29-50,Mobile,North,Organic,Fashion,0.0,Yes
USR00033,SES00033,Checkout,2025-10-26 16:34-50,Mobile,North,Email,Electronics,0.0,Yes
USR00034,SES00034,Browse,2025-11-04 04:58-10,Desktop,South,Social Media,Electronics,0.0,Yes
USR00034,SES00034,Add to Cart,2025-11-04 05:01-10,Mobile,West,Organic,Fashion,0.0,Yes
USR00034,SES00034,Checkout,2025-11-04 05:03-10,Mobile,East,Email,Fashion,0.0,Yes
USR00034,SES00034,Purchase,2025-11-04 05:05-10,Mobile,North,Email,Sports,921.35,No
USR00035,SES00035,Browse,2025-10-26 11:50-58,Mobile,North,Google Ads,Beauty,0.0,Yes
USR00036,SES00036,Browse,2025-11-13 14:33-07,Mobile,West,Organic,Sports,0.0,Yes
USR00037,SES00037,Browse,2025-11-21 10:42-07,Desktop,South,Email,Home,0.0,Yes
USR00037,SES00037,Add to Cart,2025-11-21 10:47-07,Desktop,South,Email,Home,0.0,Yes
USR00038,SES00038,Browse,2025-11-18 17:26-21,Mobile,South,Email,Fashion,0.0,Yes
USR00038,SES00038,Add to Cart,2025-11-18 17:30-21,Desktop,North,Organic,Fashion,0.0,Yes
USR00039,SES00039,Browse,2025-11-04 10:30-40,Desktop,North,Email,Electronics,0.0,Yes
USR00039,SES00039,Add to Cart,2025-11-04 10:32-40,Desktop,South,Organic,Sports,0.0,Yes
USR00040,SES00040,Browse,2025-11-10 10:53-14,Tablet,North,Organic,Electronics,0.0,Yes
USR00040,SES00040,Add to Cart,2025-11-10 10:57-14,Desktop,East,Social Media,Electronics,0.0,Yes
USR00040,SES00040,Checkout,2025-11-10 11:02-14,Desktop,East,Email,Fashion,0.0,Yes
USR00040,SES00040,Purchase,2025-11-10 11:05-14,Mobile,North,Social Media,Beauty,1671.78,No
USR00041,SES00041,Browse,2025-11-13 01:06-03,Tablet,West,Email,Electronics,0.0,Yes
USR00041,SES00041,Add to Cart,2025-11-13 01:10-03,Tablet,South,Google Ads,Electronics,0.0,Yes
USR00041,SES00041,Checkout,2025-11-13 01:15-03,Mobile,East,Google Ads,Fashion,0.0,Yes
USR00042,SES00042,Browse,2025-11-21 06:42-55,Tablet,West,Email,Electronics,0.0,Yes
USR00042,SES00042,Add to Cart,2025-11-21 06:44-55,Desktop,West,Email,Sports,0.0,Yes
USR00043,SES00043,Browse,2025-10-29 22:07-40,Desktop,South,Google Ads,Beauty,0.0,Yes
USR00044,SES00044,Browse,2025-10-29 09:11-39,Tablet,East,Social Media,Home,0.0,Yes
USR00045,SES00045,Browse,2025-11-12 20:19-39,Tablet,South,Organic,Sports,0.0,Yes
USR00045,SES00045,Add to Cart,2025-11-12 20:23-39,Desktop,West,Organic,Sports,0.0,Yes
USR00046,SES00046,Browse,2025-11-04 01:32-14,Tablet,North,Organic,Fashion,0.0,Yes
USR00047,SES00047,Browse,2025-10-25 07:17-30,Desktop,North,Google Ads,Sports,0.0,Yes
USR00048,SES00048,Browse,2025-11-23 23:00-24,Tablet,West,Organic,Fashion,0.0,Yes
USR00048,SES00048,Add to Cart,2025-11-23 23:03-24,Mobile,West,Google Ads,Sports,0.0,Yes
USR00049,SES00049,Browse,2025-11-13 04:06-53,Mobile,North,Social Media,Sports,0.0,Yes
USR00049,SES00049,Add to Cart,2025-11-13 04:10-53,Tablet,South,Email,Electronics,0.0,Yes
USR00050,SES00050,Browse,2025-11-11 02:02-23,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00050,SES00050,Add to Cart,2025-11-11 02:06-23,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00050,SES00050,Checkout,2025-11-11 02:08-23,Tablet,South,Social Media,Fashion,0.0,Yes
USR00051,SES00051,Browse,2025-11-03 06:07-17,Tablet,East,Social Media,Fashion,0.0,Yes
USR00051,SES00051,Add to Cart,2025-11-03 06:11-17,Mobile,West,Google Ads,Beauty,0.0,Yes
USR00052,SES00052,Browse,2025-11-21 19:50-40,Mobile,West,Google Ads,Beauty,0.0,Yes
USR00053,SES00053,Browse,2025-10-29 06:10-36,Mobile,South,Google Ads,Fashion,0.0,Yes
USR00053,SES00053,Add to Cart,2025-10-29 06:15-36,Mobile,North,Email,Beauty,0.0,Yes
USR00053,SES00053,Checkout,2025-10-29 06:18-36,Tablet,East,Email,Beauty,0.0,Yes
USR00054,SES00054,Browse,2025-10-28 10:54-43,Desktop,West,Organic,Electronics,0.0,Yes
USR00054,SES00054,Add to Cart,2025-10-28 10:56-43,Mobile,North,Social Media,Electronics,0.0,Yes
USR00055,SES00055,Browse,2025-11-17 11:07-41,Mobile,South,Email,Electronics,0.0,Yes
USR00056,SES00056,Browse,2025-10-26 14:06-32,Desktop,East,Google Ads,Sports,0.0,Yes
USR00056,SES00056,Add to Cart,2025-10-26 14:08-32,Desktop,East,Email,Electronics,0.0,Yes
USR00057,SES00057,Browse,2025-11-22 12:10-53,Mobile,West,Organic,Fashion,0.0,Yes
USR00057,SES00057,Add to Cart,2025-11-22 12:14-53,Tablet,North,Google Ads,Home,0.0,Yes
USR00058,SES00058,Browse,2025-11-09 06:55-23,Tablet,North,Email,Beauty,0.0,Yes
USR00058,SES00058,Add to Cart,2025-11-09 06:57-23,Tablet,North,Google Ads,Fashion,0.0,Yes
USR00059,SES00059,Browse,2025-10-26 09:52-53,Tablet,East,Email,Beauty,0.0,Yes
USR00060,SES00060,Browse,2025-11-03 03:38-24,Tablet,West,Google Ads,Sports,0.0,Yes
USR00060,SES00060,Add to Cart,2025-11-03 03:42-24,Mobile,East,Google Ads,Electronics,0.0,Yes
USR00061,SES00061,Browse,2025-11-08 00:56-17,Desktop,West,Google Ads,Fashion,0.0,Yes
USR00061,SES00061,Add to Cart,2025-11-08 01:00-17,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00062,SES00062,Browse,2025-11-10 06:55-45,Desktop,South,Email,Electronics,0.0,Yes
USR00062,SES00062,Add to Cart,2025-11-10 06:58-45,Desktop,North,Email,Beauty,0.0,Yes
USR00062,SES00062,Checkout,2025-11-10 07:02-45,Mobile,West,Email,Home,0.0,Yes
USR00063,SES00063,Browse,2025-10-30 09:05-47,Mobile,West,Google Ads,Home,0.0,Yes
USR00063,SES00063,Add to Cart,2025-10-30 09:08-47,Tablet,North,Email,Electronics,0.0,Yes
USR00063,SES00063,Checkout,2025-10-30 09:13-47,Desktop,East,Organic,Home,0.0,Yes
USR00063,SES00063,Purchase,2025-10-30 09:15-47,Tablet,West,Google Ads,Electronics,819.0,No
USR00064,SES00064,Browse,2025-11-22 20:08-59,Tablet,North,Email,Home,0.0,Yes
USR00065,SES00065,Browse,2025-11-13 01:31-22,Tablet,North,Organic,Home,0.0,Yes
USR00065,SES00065,Add to Cart,2025-11-13 01:34-22,Tablet,West,Social Media,Electronics,0.0,Yes
USR00066,SES00066,Browse,2025-11-07 11:36-19,Desktop,East,Google Ads,Home,0.0,Yes
USR00066,SES00066,Add to Cart,2025-11-07 11:39-19,Mobile,South,Google Ads,Sports,0.0,Yes
USR00066,SES00066,Checkout,2025-11-07 11:41-19,Mobile,West,Social Media,Home,0.0,Yes
USR00067,SES00067,Browse,2025-11-03 12:31-54,Desktop,North,Social Media,Home,0.0,Yes
USR00067,SES00067,Add to Cart,2025-11-03 12:34-54,Mobile,South,Social Media,Electronics,0.0,Yes
USR00068,SES00068,Browse,2025-10-31 14:08-25,Mobile,South,Organic,Fashion,0.0,Yes
USR00068,SES00068,Add to Cart,2025-10-31 14:13-25,Tablet,West,Email,Home,0.0,Yes
USR00068,SES00068,Checkout,2025-10-31 14:15-25,Mobile,West,Organic,Electronics,0.0,Yes
USR00069,SES00069,Browse,2025-11-23 00:01-54,Tablet,East,Email,Electronics,0.0,Yes
USR00069,SES00069,Add to Cart,2025-11-23 00:04-54,Mobile,West,Social Media,Electronics,0.0,Yes
USR00069,SES00069,Checkout,2025-11-23 00:07-54,Tablet,West,Google Ads,Fashion,0.0,Yes
USR00070,SES00070,Browse,2025-11-21 02:14-07,Mobile,South,Google Ads,Electronics,0.0,Yes
USR00070,SES00070,Add to Cart,2025-11-21 02:17-07,Tablet,East,Email,Beauty,0.0,Yes
USR00070,SES00070,Checkout,2025-11-21 02:20-07,Tablet,North,Email,Beauty,0.0,Yes
USR00070,SES00070,Purchase,2025-11-21 02:23-07,Desktop,West,Organic,Sports,551.35,No
USR00071,SES00071,Browse,2025-11-08 22:43-23,Mobile,South,Email,Electronics,0.0,Yes
USR00071,SES00071,Add to Cart,2025-11-08 22:48-23,Desktop,East,Google Ads,Home,0.0,Yes
USR00071,SES00071,Checkout,2025-11-08 22:53-23,Mobile,North,Social Media,Beauty,0.0,Yes
USR00072,SES00072,Browse,2025-11-09 02:39-11,Desktop,South,Social Media,Electronics,0.0,Yes
USR00072,SES00072,Add to Cart,2025-11-09 02:44-11,Mobile,North,Organic,Sports,0.0,Yes
USR00073,SES00073,Browse,2025-10-26 03:47-05,Mobile,South,Organic,Home,0.0,Yes
USR00073,SES00073,Add to Cart,2025-10-26 03:52-05,Mobile,East,Email,Beauty,0.0,Yes
USR00073,SES00073,Checkout,2025-10-26 03:54-05,Desktop,East,Organic,Home,0.0,Yes
USR00073,SES00073,Purchase,2025-10-26 03:59-05,Mobile,East,Social Media,Home,1494.29,No
USR00074,SES00074,Browse,2025-11-15 15:43-43,Mobile,East,Google Ads,Sports,0.0,Yes
USR00075,SES00075,Browse,2025-10-25 05:28-40,Tablet,East,Organic,Beauty,0.0,Yes
USR00076,SES00076,Browse,2025-10-28 15:49-12,Tablet,South,Email,Beauty,0.0,Yes
USR00076,SES00076,Add to Cart,2025-10-28 15:51-12,Tablet,South,Google Ads,Home,0.0,Yes
USR00077,SES00077,Browse,2025-11-19 06:08-29,Desktop,North,Email,Home,0.0,Yes
USR00078,SES00078,Browse,2025-11-20 03:17-09,Mobile,West,Email,Fashion,0.0,Yes
USR00078,SES00078,Add to Cart,2025-11-20 03:21-09,Desktop,West,Social Media,Fashion,0.0,Yes
USR00078,SES00078,Checkout,2025-11-20 03:25-09,Desktop,East,Social Media,Electronics,0.0,Yes
USR00078,SES00078,Purchase,2025-11-20 03:27-09,Tablet,South,Organic,Beauty,1566.89,No
USR00079,SES00079,Browse,2025-10-28 00:44-44,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00080,SES00080,Browse,2025-11-04 00:04-44,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00081,SES00081,Browse,2025-11-17 23:14-02,Tablet,East,Google Ads,Home,0.0,Yes
USR00081,SES00081,Add to Cart,2025-11-17 23:19-02,Tablet,West,Social Media,Sports,0.0,Yes
USR00082,SES00082,Browse,2025-10-27 15:34-55,Desktop,North,Organic,Home,0.0,Yes
USR00082,SES00082,Add to Cart,2025-10-27 15:38-55,Desktop,East,Organic,Home,0.0,Yes
USR00083,SES00083,Browse,2025-11-02 11:51-32,Mobile,West,Email,Fashion,0.0,Yes
USR00083,SES00083,Add to Cart,2025-11-02 11:53-32,Mobile,East,Google Ads,Electronics,0.0,Yes
USR00083,SES00083,Checkout,2025-11-02 11:58-32,Tablet,North,Organic,Electronics,0.0,Yes
USR00084,SES00084,Browse,2025-10-25 03:28-43,Mobile,South,Social Media,Beauty,0.0,Yes
USR00084,SES00084,Add to Cart,2025-10-25 03:31-43,Tablet,South,Social Media,Electronics,0.0,Yes
USR00084,SES00084,Checkout,2025-10-25 03:34-43,Tablet,East,Email,Fashion,0.0,Yes
USR00085,SES00085,Browse,2025-11-05 00:00-10,Tablet,West,Social Media,Fashion,0.0,Yes
USR00086,SES00086,Browse,2025-10-28 12:07-01,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00086,SES00086,Add to Cart,2025-10-28 12:10-01,Mobile,East,Email,Sports,0.0,Yes
USR00086,SES00086,Checkout,2025-10-28 12:13-01,Desktop,West,Social Media,Sports,0.0,Yes
USR00086,SES00086,Purchase,2025-10-28 12:15-01,Tablet,North,Organic,Sports,1280.54,No
USR00087,SES00087,Browse,2025-10-25 16:20-48,Mobile,West,Social Media,Electronics,0.0,Yes
USR00087,SES00087,Add to Cart,2025-10-25 16:22-48,Tablet,West,Google Ads,Home,0.0,Yes
USR00088,SES00088,Browse,2025-11-19 01:38-25,Desktop,North,Organic,Electronics,0.0,Yes
USR00088,SES00088,Add to Cart,2025-11-19 01:43-25,Tablet,East,Organic,Beauty,0.0,Yes
USR00088,SES00088,Checkout,2025-11-19 01:48-25,Mobile,South,Email,Fashion,0.0,Yes
USR00088,SES00088,Purchase,2025-11-19 01:50-25,Desktop,West,Organic,Beauty,720.54,No
USR00089,SES00089,Browse,2025-11-19 05:22-07,Tablet,West,Google Ads,Electronics,0.0,Yes
USR00089,SES00089,Add to Cart,2025-11-19 05:24-07,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00090,SES00090,Browse,2025-11-07 07:09-40,Mobile,East,Social Media,Home,0.0,Yes
USR00090,SES00090,Add to Cart,2025-11-07 07:12-40,Desktop,East,Social Media,Electronics,0.0,Yes
USR00091,SES00091,Browse,2025-10-26 04:00-16,Desktop,South,Email,Home,0.0,Yes
USR00091,SES00091,Add to Cart,2025-10-26 04:03-16,Tablet,West,Email,Fashion,0.0,Yes
USR00091,SES00091,Checkout,2025-10-26 04:08-16,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00092,SES00092,Browse,2025-11-20 11:12-23,Mobile,West,Social Media,Beauty,0.0,Yes
USR00093,SES00093,Browse,2025-10-25 06:22-21,Desktop,South,Google Ads,Fashion,0.0,Yes
USR00093,SES00093,Add to Cart,2025-10-25 06:24-21,Tablet,East,Organic,Home,0.0,Yes
USR00093,SES00093,Checkout,2025-10-25 06:27-21,Desktop,North,Google Ads,Home,0.0,Yes
USR00093,SES00093,Purchase,2025-10-25 06:30-21,Desktop,West,Social Media,Fashion,1056.61,No
USR00094,SES00094,Browse,2025-11-01 00:53-38,Desktop,South,Email,Home,0.0,Yes
USR00094,SES00094,Add to Cart,2025-11-01 00:55-38,Mobile,East,Organic,Electronics,0.0,Yes
USR00094,SES00094,Checkout,2025-11-01 00:58-38,Desktop,South,Google Ads,Electronics,0.0,Yes
USR00094,SES00094,Purchase,2025-11-01 01:02-38,Desktop,East,Social Media,Sports,1289.82,No
USR00095,SES00095,Browse,2025-11-14 00:34-02,Tablet,West,Organic,Beauty,0.0,Yes
USR00095,SES00095,Add to Cart,2025-11-14 00:36-02,Tablet,North,Social Media,Home,0.0,Yes
USR00095,SES00095,Checkout,2025-11-14 00:38-02,Tablet,North,Email,Electronics,0.0,Yes
USR00095,SES00095,Purchase,2025-11-14 00:41-02,Desktop,East,Google Ads,Home,1606.52,No
USR00096,SES00096,Browse,2025-11-21 08:45-20,Mobile,South,Social Media,Electronics,0.0,Yes
USR00096,SES00096,Add to Cart,2025-11-21 08:48-20,Desktop,West,Google Ads,Electronics,0.0,Yes
USR00096,SES00096,Checkout,2025-11-21 08:52-20,Tablet,South,Organic,Sports,0.0,Yes
USR00096,SES00096,Purchase,2025-11-21 08:57-20,Tablet,North,Google Ads,Beauty,976.61,No
USR00097,SES00097,Browse,2025-11-18 07:54-45,Desktop,North,Email,Home,0.0,Yes
USR00097,SES00097,Add to Cart,2025-11-18 07:56-45,Desktop,West,Organic,Fashion,0.0,Yes
USR00097,SES00097,Checkout,2025-11-18 07:58-45,Tablet,East,Email,Beauty,0.0,Yes
USR00097,SES00097,Purchase,2025-11-18 08:02-45,Desktop,East,Organic,Home,581.69,No
USR00098,SES00098,Browse,2025-11-12 02:06-24,Mobile,North,Google Ads,Beauty,0.0,Yes
USR00099,SES00099,Browse,2025-11-13 05:27-51,Desktop,North,Organic,Beauty,0.0,Yes
USR00099,SES00099,Add to Cart,2025-11-13 05:29-51,Mobile,South,Email,Home,0.0,Yes
USR00100,SES00100,Browse,2025-11-23 09:02-59,Desktop,North,Organic,Beauty,0.0,Yes
USR00101,SES00101,Browse,2025-11-11 15:19-24,Desktop,West,Organic,Electronics,0.0,Yes
USR00102,SES00102,Browse,2025-11-07 14:08-23,Desktop,North,Google Ads,Home,0.0,Yes
USR00103,SES00103,Browse,2025-11-17 22:52-31,Desktop,North,Social Media,Sports,0.0,Yes
USR00103,SES00103,Add to Cart,2025-11-17 22:57-31,Tablet,West,Social Media,Sports,0.0,Yes
USR00103,SES00103,Checkout,2025-11-17 22:59-31,Desktop,South,Organic,Electronics,0.0,Yes
USR00103,SES00103,Purchase,2025-11-17 23:03-31,Desktop,South,Google Ads,Electronics,1539.52,No
USR00104,SES00104,Browse,2025-11-09 10:15-52,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00104,SES00104,Add to Cart,2025-11-09 10:18-52,Mobile,South,Email,Electronics,0.0,Yes
USR00105,SES00105,Browse,2025-11-01 11:43-49,Tablet,East,Social Media,Electronics,0.0,Yes
USR00105,SES00105,Add to Cart,2025-11-01 11:45-49,Mobile,West,Social Media,Sports,0.0,Yes
USR00105,SES00105,Checkout,2025-11-01 11:50-49,Tablet,South,Social Media,Home,0.0,Yes
USR00106,SES00106,Browse,2025-11-01 10:06-12,Mobile,West,Organic,Beauty,0.0,Yes
USR00106,SES00106,Add to Cart,2025-11-01 10:11-12,Tablet,East,Social Media,Beauty,0.0,Yes
USR00107,SES00107,Browse,2025-10-30 14:34-58,Tablet,North,Social Media,Electronics,0.0,Yes
USR00108,SES00108,Browse,2025-10-27 11:07-18,Desktop,East,Email,Electronics,0.0,Yes
USR00108,SES00108,Add to Cart,2025-10-27 11:10-18,Desktop,West,Social Media,Beauty,0.0,Yes
USR00109,SES00109,Browse,2025-11-14 08:09-01,Tablet,North,Email,Home,0.0,Yes
USR00109,SES00109,Add to Cart,2025-11-14 08:13-01,Tablet,West,Organic,Beauty,0.0,Yes
USR00110,SES00110,Browse,2025-11-19 04:22-08,Tablet,South,Social Media,Beauty,0.0,Yes
USR00111,SES00111,Browse,2025-11-16 00:16-41,Desktop,North,Organic,Electronics,0.0,Yes
USR00111,SES00111,Add to Cart,2025-11-16 00:20-41,Mobile,North,Organic,Fashion,0.0,Yes
USR00112,SES00112,Browse,2025-11-13 22:55-33,Mobile,North,Email,Beauty,0.0,Yes
USR00112,SES00112,Add to Cart,2025-11-13 22:58-33,Tablet,West,Social Media,Home,0.0,Yes
USR00112,SES00112,Checkout,2025-11-13 23:00-33,Tablet,South,Social Media,Sports,0.0,Yes
USR00113,SES00113,Browse,2025-10-26 23:06-39,Desktop,East,Email,Fashion,0.0,Yes
USR00113,SES00113,Add to Cart,2025-10-26 23:09-39,Desktop,East,Organic,Fashion,0.0,Yes
USR00114,SES00114,Browse,2025-11-20 14:22-13,Mobile,West,Social Media,Home,0.0,Yes
USR00114,SES00114,Add to Cart,2025-11-20 14:27-13,Mobile,South,Organic,Electronics,0.0,Yes
USR00114,SES00114,Checkout,2025-11-20 14:32-13,Tablet,North,Google Ads,Electronics,0.0,Yes
USR00115,SES00115,Browse,2025-11-06 09:07-20,Desktop,East,Social Media,Electronics,0.0,Yes
USR00116,SES00116,Browse,2025-10-30 13:37-26,Desktop,South,Organic,Electronics,0.0,Yes
USR00117,SES00117,Browse,2025-10-25 23:07-46,Tablet,North,Email,Fashion,0.0,Yes
USR00118,SES00118,Browse,2025-10-26 07:05-03,Tablet,West,Social Media,Beauty,0.0,Yes
USR00119,SES00119,Browse,2025-11-11 17:39-35,Tablet,South,Organic,Beauty,0.0,Yes
USR00120,SES00120,Browse,2025-11-15 19:46-15,Mobile,South,Google Ads,Sports,0.0,Yes
USR00121,SES00121,Browse,2025-11-06 00:48-19,Mobile,North,Social Media,Beauty,0.0,Yes
USR00121,SES00121,Add to Cart,2025-11-06 00:50-19,Desktop,South,Google Ads,Beauty,0.0,Yes
USR00122,SES00122,Browse,2025-11-02 09:03-37,Desktop,North,Organic,Fashion,0.0,Yes
USR00122,SES00122,Add to Cart,2025-11-02 09:08-37,Tablet,West,Email,Sports,0.0,Yes
USR00123,SES00123,Browse,2025-11-11 04:10-40,Desktop,East,Social Media,Beauty,0.0,Yes
USR00123,SES00123,Add to Cart,2025-11-11 04:14-40,Tablet,South,Email,Electronics,0.0,Yes
USR00123,SES00123,Checkout,2025-11-11 04:16-40,Desktop,South,Social Media,Fashion,0.0,Yes
USR00124,SES00124,Browse,2025-11-13 20:53-41,Mobile,West,Email,Home,0.0,Yes
USR00124,SES00124,Add to Cart,2025-11-13 20:56-41,Desktop,West,Email,Fashion,0.0,Yes
USR00125,SES00125,Browse,2025-11-18 20:14-14,Tablet,East,Social Media,Electronics,0.0,Yes
USR00125,SES00125,Add to Cart,2025-11-18 20:19-14,Mobile,South,Google Ads,Sports,0.0,Yes
USR00125,SES00125,Checkout,2025-11-18 20:22-14,Tablet,West,Google Ads,Fashion,0.0,Yes
